Country,MSISDN,Type,Features,Status,Purchase Date,Cancel Date,Price (EUR)
US,12012434908,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012444932,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012524525,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012548595,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012550065,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012552724,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012553075,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012554437,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012556520,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012560317,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012560906,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012575442,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012576709,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012583546,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012584511,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012584526,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012584578,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012584787,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660036,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660100,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660181,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660324,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660350,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660454,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660766,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012660908,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012663620,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012665896,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012670444,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012750072,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012750145,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012750180,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012750672,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012750845,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012750875,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751036,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751049,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012751051,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751081,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751142,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751368,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751394,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751418,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012751425,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012751464,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012751571,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751573,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751597,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751620,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751638,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751667,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751752,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751778,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751786,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751810,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012751897,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12012790028,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012790036,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012790082,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012790086,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012790091,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012790177,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012790236,mobile-lvn,"VOICE, MMS, SMS",Active,2026-02-26 00:00:00,,0.93
US,12012790284,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012790542,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012790754,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012790882,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012791254,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012852527,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12012852856,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012854320,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012854397,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012854533,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012854588,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012854680,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012854720,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012854918,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012925497,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012938334,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012938516,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012975801,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-03 00:00:00,,0.93
US,12012975839,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12012979317,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12012996833,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013012817,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013047173,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013082220,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013082586,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013222175,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013316228,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013317708,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013360124,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013360494,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013360511,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013360551,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013400848,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-04 00:00:00,2026-03-11 00:00:00,0.93
US,12013400879,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013400919,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013401283,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013403083,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013403089,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013403250,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013403263,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013403983,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013505378,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013514077,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013514133,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013517423,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013553332,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013553347,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013554637,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013570945,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013650490,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013654718,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12013657027,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013657129,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013657229,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013657251,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013657404,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12013657537,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013657782,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013668077,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013668085,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013668295,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013668365,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013711781,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013711980,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013743621,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013747932,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013748578,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-04 00:00:00,,0.93
US,12013748946,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013753134,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013753135,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013770178,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013770468,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013770958,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013770963,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013770969,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013770974,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013771571,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013771679,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013771680,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013771692,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013771712,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-04 00:00:00,2026-03-11 00:00:00,0.93
US,12013771923,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013772383,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775280,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775392,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775444,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775476,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775618,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775657,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775663,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013775980,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013779012,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013779027,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013779059,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013779069,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013780067,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013782911,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013794081,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013794189,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013794423,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013794682,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013794757,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013795408,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013800049,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-05 00:00:00,2026-03-11 00:00:00,0.93
US,12013800282,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-05 00:00:00,2026-03-11 00:00:00,0.93
US,12013800345,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013804914,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013813094,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-05 00:00:00,2026-03-11 00:00:00,0.93
US,12013813152,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013813631,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013813929,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013814134,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013814913,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12013814954,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013814974,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013815186,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013815205,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013815467,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-11 00:00:00,2026-03-11 00:00:00,0.93
US,12013815502,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12013816321,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12013816866,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013831634,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12013831784,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013831882,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12013832519,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013835032,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12013898739,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014163860,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014166412,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014167986,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014250215,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014254261,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014254435,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014258151,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014258248,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014258355,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014258441,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014258490,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014258491,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014258492,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014258493,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014258543,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014263035,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-05 00:00:00,,0.93
US,12014263100,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014293614,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014293689,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014293712,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014293769,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014293887,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014297301,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014297362,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014297428,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014297629,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014297630,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014316536,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014316537,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014398615,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014489686,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-12-06 00:00:00,2026-03-11 00:00:00,0.93
US,12014489978,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014534478,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014587222,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-17 00:00:00,,0.93
US,12014587248,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014587537,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014643637,mobile-lvn,"VOICE, MMS, SMS",Cancelled,2025-11-18 00:00:00,2026-03-11 00:00:00,0.93
US,12014644845,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014652405,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014686874,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014689439,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014704926,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-17 00:00:00,,0.93
US,12014704961,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014705341,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014705410,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014705543,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014705614,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014705629,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014706995,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014723628,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014725926,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014732413,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-17 00:00:00,,0.93
US,12014733253,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014733969,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014735482,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014735575,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-23 00:00:00,,0.93
US,12014737197,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014739951,mobile-lvn,"VOICE, MMS, SMS",Active,2025-11-17 00:00:00,,0.93
US,12014770905,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014772024,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-11 00:00:00,,0.93
US,12014778925,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014840121,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014840460,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014840646,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014840968,mobile-lvn,"VOICE, MMS, SMS",Active,2025-12-06 00:00:00,,0.93
US,12014847450,mobile-lvn,"VOICE, MMS, SMS",Active,2026-01-19 00:00:00,,0.93
